state,name,url,fa-map-marker,fa-phone,fa-globe,fa-money,about,services,img
ma,Nashua Soup Kitchen & Shelter,https://www.shelterlist.com/details/nashua-soup-kitchen-shelter,"2 Quincy Steet  Nashua, NH 03061",(603) 889-7770,http://www.nsks.org/nsks_home.aspx,https://secure.givelively.org/donate/nashua-soup-kitchen-and-shelter-inc,"['About this Shelter', 'The Nashua Soup Kitchen & Shelter is dedicated to providing shelter and food to those in need.', 'The overall objective of the agency is to advocate, create and operate programs and services that promote dignity and self-sufficiency for those they serve.', 'To ensure that basic needs are addressed, the NSKS is committed to joining with others in a community-wide ethic of caring.']",[],http://www.shelterlist.com/gallery/1727_nashua-soup-kitchen-shelter_dar.jpg
ma,Friendly House,https://www.shelterlist.com/details/friendly-house,"36 Wall Street  Worcester, MA 01604",(508) 755-4362,http://www.friendlyhousema.org/,http://www.friendlyhousema.org/donation/,"['About this Shelter', 'Friendly House/Settlement House (multi-service center) works with entire families both nuclear and extended, as an integrating force for the families and the Neighborhood(s) it serves. Friendly House provides a continuum of comprehensive coordinated neighborhood basic services to inner-city families.', 'Mission Statement: ince 1920, Friendly House has focused on helping the entire family, especially those under-served and under-resourced. Your generosity is critical to our success in all aspects of our programs. There are many ways to give. Donations ensure that we are able to provide these essential programs for thousands of people in Worcester']",[],http://www.shelterlist.com/gallery/1017_friendly-house_tko.jpg
ma,Nashua Rescue Mission,https://www.shelterlist.com/details/nashua-rescue-mission,"40 Chestnut St.  Nashua, NH 03060",(603) 889-3421,http://www.nashuarescuemission.org,http://nashuarescuemission.org/donate/,"['About this Shelter', ""Nashua Rescue Mission offers to help the poor and homeless in Jesus' name."", 'Mission Statement: Proclaiming the good news of Jesus Christ; making disciples while helping the poor and the homeless.']",[],http://www.shelterlist.com/gallery/912_nashua-rescue-mission_zlu.JPG
ma,Our Father's House,https://www.shelterlist.com/details/our-fathers-house,"55 Lunenburg Steet  Fitchburg, MA 01420",(978) 345-3050,http://www.ofhshelter.com,http://ofhshelter.com/Donate.html,"['About this Shelter', 'Our Father Homeless shelter has grown from ""a shelter of last resort"" which provided a bed and a meal, to an agency that offers comprehensive case management services to the homeless.', 'Although the Emergency Shelter Program is partially funded by the Department of Housing and Community Development, fundraising efforts are critical and ongoing to keep the Shelter operating.', 'The government funding does not cover any capital expenditures, such as repairs/maintenance, renovations, nor the entirety of some operating costs such as food, electricity, heat and any administrative expenses.', 'The bulk of the share of costs is paid through an Annual Fund Drive, conducted by the Board of Directors each September.', 'Last year, they provided shelter and transitional housing to approximately a combined total of 950 individuals and families.']",[],https://www.shelterlist.com/gallery/3074_our-fathers-house_wll.png
ma,Gardner Community Action Committee,https://www.shelterlist.com/details/gardner-community-action-committee,"294 Pleasant St  Gardner, MA 01440",(978) 632-8700,http://www.gardner-cac.org/contact.html,,"['About this Shelter', 'The mission statement of the Gardner Community Action Committee is to promote self-sufficiency for low-income individuals and families.', 'This is accomplished by identifying needs, providing essential services, eliminating barriers, and advocating for the rights of the under-served.', 'These services are provided without discrimination, and in a way that fosters self-reliance and improves the quality of life.', 'By this statement, the Agency seeks to alleviate the causes and effects of poverty.', 'Mission Statement: The purpose of the Gardner CAC is to provide services and resources to those in need.']",[],http://www.shelterlist.com/gallery/725_gardner-community-action-committee_rrk.jpg
ma,Bristol Lodge Men's Shelter,https://www.shelterlist.com/details/bristol-lodge-mens-shelter,"27 Lexington Steet  Waltham, MA 02451",(781) 893-0108,http://www.mhsainc.org/shelters.htm,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=57LLM62GZDRKG,"['About this Shelter', ""Bristol Lodge Men's Shelter operates a 45-bed shelter for adult men (ages 18 and over) plus wrap-around case management services."", 'Mission Statement: The mission of Middlesex Human Service Agency, Inc. is to improve the quality of life and independent functioning of a wide variety of clients through the delivery of an extensive system of community-based substance abuse and social service programs. Although our programs are many and varied, all emphasize dignity, respect and empowerment. We believe in teaching individuals and families the skills and problem solving abilities needed for self-sufficiency.']",[],http://www.shelterlist.com/gallery/200__ekm.
ma,Ywca Transitional Housing Program,https://www.shelterlist.com/details/ywca-transitional-housing-program,"1 Salem Square  Worcester, MA 01608",(508) 791-3181,https://ywcacm.org/,https://ywcacm.org/donate/,"['About this Shelter', 'Programs: -Early Education and Care -Domestic Violence Services -Health Promotion Services -Young Parent Program -Transitional Housing', 'Mission Statement: YWCA is dedicated to eliminating racism, empowering women and promoting peace, justice, freedom and dignity for all.']",[],http://www.shelterlist.com/gallery/_vnsrsmxd.png
ma,IHN Worcester Shelter,https://www.shelterlist.com/details/ihn-worcester-shelter,"91 June Steet  Worcester, MA 01602",(508) 755-2212,http://www.ihnworcester.org/,,"['About this Shelter', 'The Interfaith Hospitality Network (IHN) is a non-profit organization that works in partnership with religious congregations to provide shelter, support and assistance to families with children who are homeless, regardless of income and family structure.', 'IHN seeks to promote self-sufficiency through the provision of meals and beds, intensive case management, housing advocacy, caring support and encouragement of responsible decisions.', 'IHN further seeks to build public awareness of homelessness and the affordable housing crisis that exists in our communities.']",[],http://www.shelterlist.com/gallery/1228_ihn-worcester-shelter_ikr.
ma,Worcester Public Inebriate Program,https://www.shelterlist.com/details/worcester-public-inebriate-program,"701 Main Steet  Worcester, MA 01601",(508) 757-0103,,,"['About this Shelter', 'Homeless shelter for men and women and substance abuse treatment.', 'Halfway house.', 'Accepts up to 100 people. Services provided: Advocacy; counseling; 3 meals/day; clothing; Spanish; handicapped accessible; nurse dept; doctor 2 times/week; day programs; limited transportation; limited storage. Must be over 18 years old.']",[],https://www.shelterlist.com/gallery/3055_worcester-public-inebriate-program_dap.png
ma,Northeastern Mass Action Inc.,https://www.shelterlist.com/details/northeastern-mass-action-inc,"370 Main Street  Gloucester, MA 01930",(978) 283-4125,http://actioninc.org/index.html,,"['About this Shelter', ""ACTION's Emergency Homeless Shelter provides a limited number of beds to homeless adults ages 18 and older."", 'Mission Statement: Creating opportunities that promote a thriving Cape Ann for all.']","['Men are welcome.', 'Women are welcome.', 'Provides emergency shelters.']",http://www.shelterlist.com/gallery/1154_northeastern-mass-action-inc_ygw.jpg
ma,Morningside Shelter,https://www.shelterlist.com/details/morningside-shelter,"81 Royal Rd  Brattleboro, VT 05301",(802) 257-0066,http://www.morningsideshelter.org,https://www.donationpay.org/morningside/,"['About this Shelter', 'Morningside Shelter provides shelter, supplemental food, and comprehensive support services to families and individuals, many of whom are experiencing homelessness.']","['Men are welcome.', 'Women are welcome.', 'Children are welcome.', 'Families are welcome.', 'Provides emergency shelters.', 'Provides services for case management.', 'Provides counseling.']",http://www.shelterlist.com/gallery/1423_morningside-shelter_dxk.png
ma,House of Hope,https://www.shelterlist.com/details/house-of-hope2,"812 Merrimack Steet  Lowell, MA 01854",(978) 458-2870,http://houseofhopelowell.org/,http://houseofhopelowell.org/donate/,"['About this Shelter', 'House of Hope Serves:', '• Emergency food, shelter and clothing for 28 families.', '• Case Managers work with HOH residents to assess their circumstances and plan for their futures.', '• On-site mental health and substance abuse programming for all mothers.', '• Employment internship positions are available on-site for adult residents who have little prior success with employment.', '• Children’s services at the House of Hope cover a wide spectrum of outreach and support. Intervention, engagement and love are the operative words when it comes to the kids of House of Hope.']",[],http://www.shelterlist.com/gallery/1226_house-of-hope2_fpb.jpg
ma,Lazarus House,https://www.shelterlist.com/details/lazarus-house,"412 Hampshire Street  Lawrence, MA 01842",(978) 689-8575,https://lazarushouse.org/,https://lazarushouse.org/donate/,"['About this Shelter', 'Helping the poor and homeless by providing hot meals, temporary shelter, education, job training, child care, emergency food, clothing, outreach and advocacy.']",[],https://www.shelterlist.com/gallery/2323_lazarus-house_hgf.fna&oh=63a4171602edfcb57637bbdcde7c6832&oe=5CA2CDA9
ma,Emmaus House,https://www.shelterlist.com/details/emmaus-house,"127 How Steet  Haverhill, MA 01831",(978) 241-3400,http://www.emmausinc.org,https://donatenow.networkforgood.org/EmmausInc,"['About this Shelter', 'The Emmaus Family House program serves up to 54 homeless families at one time.', 'Of these, 28 families live together in a congregate setting at 150 How Street in Haverhill.', 'Families live with dignity and respect in their own suites and join together for meals, meetings, and group activities in the spacious common area located on the first floor.', 'The family shelter program also serves 26 families in scattered site apartments located in the same Haverhill neighborhood.', 'Mission Statement: We affirm the value of human dignity and self-respect for every person. We are called by our collective spiritual and social responsibility to serve all people in need—the homeless, disadvantaged, disabled, unemployed, and oppressed. Our goal is to enhance societal and personal advancement through provision of housing and support services that empower individuals and families to reach their fullest potential.']",[],http://www.shelterlist.com/gallery/537_emmaus-house_qea.png
ma,Daybreak Shelter,https://www.shelterlist.com/details/daybreak-shelter,"19 Winter Steet  Lawrence, MA 01841",(978) 975-4547,http://psychologicalcenter.com/our-programs/daybreak-shelter/,https://donate.justgiving.com/donation-amount?uri=aHR0cHM6Ly9kb25hdGUtYXBpLmp1c3RnaXZpbmcuY29tL2FwaS9kb25hdGlvbnMvMThlOGZiMDUzYmRkNDc2Njk2YjVlMDQyYTlkZTc4ZGQ=,"['About this Shelter', 'The primary program components are triage, engagement, substance abuse stabilization services, outreach and assessment, referral, educational services, and emergency shelter services.', 'All program components are delivered with competencies in culture, language, gender, disabilities, sexual orientation, and age.Â', 'Daybreak Shelter is open from 4:00 p.m. to 8:00 a.m. on a first come, first served basis, each day for men and women at least 18 years old.', 'Mission Statement: To empower people to reclaim their lives by providing substance abuse education & treatment, recovery support services, mental health counseling, safe shelter, and life skills for a future filled with promise']",[],http://www.shelterlist.com/gallery/662_daybreak-shelter_kzh.jpg
ma,Greater Lowell Emergency Family Shelter,https://www.shelterlist.com/details/greater-lowell-emergency-family-shelter,"167 Dutton Steet  Lowell, MA 01852",(978) 459-0551,,,['About this Shelter'],[],
ma,LOWELL TRANSITIONAL LIVING CENTER,https://www.shelterlist.com/details/lowell-transitional-living-center,"189 Middlesex Steet  Lowell, MA 01852",(978) 458-9888,http://ltlc.org/,,"['About this Shelter', 'Lowell Transitional Living Center provides:', 'Three daily meals,', 'A safe environment,', 'Detox placement,', 'Individual assessment and referrals,', 'Medical care, case management,', 'Street outreach to chronically homeless,', 'Rep payee services,', 'Clothing,', 'and on site GED and support group programming.', 'Three daily meals,', 'A safe environment,', 'Detox placement,', 'Individual assessment and referrals,', 'Medical care, case management,', 'Street outreach to chronically homeless,', 'Rep payee services,', 'Clothing,', 'and on site GED and support group programming.']","['Men are welcome.', 'Women are welcome.', 'Shelter has a food pantry.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides supportive housing.', 'Has special services for veterans.', 'Provides services for case management.', 'Provides counseling.', 'Provides medical assistance.', 'Provides mental health counseling.', 'Provides assistance with addiction.']",http://www.shelterlist.com/gallery/833_lowell-transitional-living-center_syf.png
ma,Jefferson Street Shelter,https://www.shelterlist.com/details/jefferson-street-shelter,"95 Jefferson Avenue  Springfield, MA 01107",(413) 736-2263,https://www.housingworks.net/program/1376,,"['About this Shelter', 'Community Health and Healthcare For The Homeless']","['Teenage children are welcome.', 'Shelter has a food pantry.', 'Provides medical assistance.']",https://www.shelterlist.com/gallery/1133_jefferson-street-shelter_xdh.png
ma,Friends of the Homeless Shelter,https://www.shelterlist.com/details/friends-of-the-homeless-shelter,"769 Worthington Street  Springfield, MA 01105",(413) 732-3069,http://www.fohspringfield.org/,https://www.fohspringfield.org/donate/,"['About this Shelter', 'Friends of the Homeless, Inc. operates the largest emergency shelter for adult individuals in Western MA., provides services aimed at ending homelessness and operates 110 low-income housing units.', 'They are a private, non-profit 501(C)3 organization establishment.']","['Men are welcome.', 'Women are welcome.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides medical assistance.']",http://www.shelterlist.com/gallery/3286_friends-of-the-homeless-shelter_cws.jpg
ma,Springfield Rescue Mission,https://www.shelterlist.com/details/springfield-rescue-mission,"10 Mill Street  Springfield, MA 01102",(413) 732-0808,http://https://hope4springfield.org/,,"['About this Shelter', 'The Springfield Rescue Mission is a Christian based Emergency Shelter, Rehabilitation Program & Transitional Living Facility, serving Greater Springfield since 1892.']","['Men are welcome.', 'Women are welcome.', 'Children are welcome.', 'Teenage children are welcome.', 'Senior citizens are welcome.', 'Families are welcome.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides supportive housing.', 'Has special services for veterans.', 'Provides assistance with addiction.']",http://www.shelterlist.com/gallery/2184_springfield-rescue-mission_efv.png
ma,Springfield Rescue Mission Emergency Shelter,https://www.shelterlist.com/details/springfield-rescue-mission-emergency-shelter,"148 Taylor Steet  Springfield, MA 01105",(413) 732-0808,http://www.springfieldrescuemission.org,https://springfieldrescuemission.org/donate,"['About this Shelter', 'The goal of the Springfield Rescue Mission is to meet the physical and spiritual needs of the hungry, homeless, addicted, and poor by introducing them to Christ and helping them apply the Word of God to every area of their lives.', 'Mission Statement: The goal of the Springfield Rescue Mission, since 1892, is to meet the physical and spiritual needs of the hungry, homeless, addicted, and poor by introducing them to Christ and helping them apply the Word of God to every area of their lives.']",[],http://www.shelterlist.com/gallery/660_springfield-rescue-mission-emergency-shelter_fdu.png
ma,HAC- Carriage House Shelter,https://www.shelterlist.com/details/carriage-house-shelter,"294 Old Main Road  North Falmouth, MA 02556",(508) 564-6485,https://www.haconcapecod.org/programs-and-services/shelter-individuals-and-families,https://www.firstgiving.com/Npo/7422/Donation,"['About this Shelter', 'This shelter in North Falmouth, serves 10 families consisting of homeless women and their children.', 'They work with the women to help them find housing and employment as well as linking them with specialists in the area of healthcare.']",[],https://www.shelterlist.com/gallery/1559_carriage-house-shelter_siq.gif
ma,Safe Harbor,https://www.shelterlist.com/details/safe-harbor,"44 Summerside Lane  Hyannis, MA 02601",(508) 790-2933,http://www.cacci.cc/safe-harbor.html,,"['About this Shelter', 'Safe Harbor is a safe and secure family shelter for Emergency Assistance for eligible women and their children who are homeless due to domestic violence.', 'Safe Harbor, which is funded by the Massachusetts Department of Housing and Community Development and private contributions, can accommodate up to 20 families.']",[],https://www.shelterlist.com/gallery/2564_safe-harbor_mge.jpg
ma,Tenancy and Independence housing Program,https://www.shelterlist.com/details/tenancy-and-independence-program,"460 West Main Steet  Hyannis, MA 02601",(508) 771-5400,https://www.haconcapecod.org/programs-and-services,https://www.firstgiving.com/Npo/7422/Donation,"['Hours', 'Monday', '8:30 AM - 6:00 PM', 'Tuesday', '8:30 AM - 6:00 PM', 'Wednesday', '8:30 AM - 6:00 PM', 'Thursday', '8:30 AM - 6:00 PM', 'Friday', '8:30 AM - 5:00 PM', 'Saturday', '9:00 AM - 12:00 PM', 'Sunday', 'closed', 'Monday', '8:30 AM - 6:00 PM', '8:30 AM - 6:00 PM', 'Tuesday', '8:30 AM - 6:00 PM', '8:30 AM - 6:00 PM', 'Wednesday', '8:30 AM - 6:00 PM', '8:30 AM - 6:00 PM', 'Thursday', '8:30 AM - 6:00 PM', '8:30 AM - 6:00 PM', 'Friday', '8:30 AM - 5:00 PM', '8:30 AM - 5:00 PM', 'Saturday', '9:00 AM - 12:00 PM', '9:00 AM - 12:00 PM', 'Sunday', 'closed', 'closed', 'About this Shelter', 'Housing Assistance Corporation (HAC) is a non-profit providing housing services and solutions to all on Cape Cod and the Islands.', 'HAC offers a continuum of housing programs that evolve with the changing needs of the community.', ""HAC educates, trains and counsels with HAC's consumer education department; weatherizes and conducts energy rehabs for low-income and market-rate properties; develops affordable housing for seniors, families and individuals; and provides an opportunity to become a homeowner with a full-service nonprofit real estate office."", 'HAC also provides emergency shelter and homelessness prevention assistance for individuals and families; administration of the largest housing subsidy program in our region; and family self sufficiency and employment services.', 'Thank you for taking the time to learn more about HAC.', 'They encourage you to help us create a community where everyone has a safe, stable and decent place to live.']",[],https://www.shelterlist.com/gallery/2268_tenancy-and-independence-program_ltw.png
ma,The Salvation Army ,https://www.shelterlist.com/details/daystar-program,"100 North St  Hyannis, MA 02601",(508) 775-0364,https://massachusetts.salvationarmy.org/MA/Hyannis,https://give.salvationarmy.org/give/173560/#!/donation/checkout,"['Hours', 'Monday', '9:00 AM - 4:00 PM', 'Tuesday', '9:00 AM - 4:00 PM', 'Wednesday', '9:00 AM - 4:00 PM', 'Thursday', '9:00 AM - 4:00 PM', 'Friday', '9:00 AM - 4:00 PM', 'Saturday', 'closed', 'Sunday', 'closed', 'Monday', '9:00 AM - 4:00 PM', '9:00 AM - 4:00 PM', 'Tuesday', '9:00 AM - 4:00 PM', '9:00 AM - 4:00 PM', 'Wednesday', '9:00 AM - 4:00 PM', '9:00 AM - 4:00 PM', 'Thursday', '9:00 AM - 4:00 PM', '9:00 AM - 4:00 PM', 'Friday', '9:00 AM - 4:00 PM', '9:00 AM - 4:00 PM', 'Saturday', 'closed', 'closed', 'Sunday', 'closed', 'closed', 'About this Shelter', 'Office Hours:', 'Office Hours:', 'Office Hours:', 'Monday-Friday: 9:00am-4:00pm', 'Motivated by the love of God, as a leader in Christian faith-based human services, The Salvation Army is committed to serving the whole person, body, mind and spirit, with integrity and respect, using creative solutions to positively transform lives.']",[],https://www.shelterlist.com/gallery/2602_daystar-program_ynf.PNG
ma,Noah Shelter,https://www.shelterlist.com/details/noah-shelter,"77 Winter Steet  Hyannis, MA 02601",(508) 778-5255,http://www.haconcapecod.org,,"['About this Shelter', 'HAC provides emergency shelter and homelessness prevention assistance for individuals and families; Administration of the largest housing subsidy in their region; Family self-sufficiency and employment services.', ""HAC educates, trains and counsels with HAC's consumer education department; weatherizes and conducts energy rehabs for low-income and market-rate properties; develops affordable housing for seniors, families and individuals; and provides an opportunity to become a homeowner with a full-service nonprofit real estate office."", 'Mission Statement: Our mission is two-fold: to deliver housing and services that meet the needs of our local community and limit our impact on natural resources; and to engage in responsible economic development that generates jobs, stabilizes housing and strengthens the community.']","['Men are welcome.', 'Women are welcome.', 'Senior citizens are welcome.', 'Families are welcome.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides supportive housing.', 'Has special services for veterans.', 'Provides services for case management.']",http://www.shelterlist.com/gallery/846_noah-shelter_tbb.gif
ma,Angel House Family Shelter,https://www.shelterlist.com/details/angel-house-family-shelter,"460 West Main Street  Hyannis, MA 02601",(508) 775-8045,http://www.haconcapecod.org/angel-house/,,"['About this Shelter', 'Provides emergency shelter and homelessness prevention assistance for individuals and families.', 'Also offers family self-sufficiency and employment services.', 'Mission Statement: Our Father has sent us to minister to the broken hearts of women who have been cast aside by the world.']","['Men are welcome.', 'Women are welcome.', 'Children are welcome.', 'Families are welcome.', 'Provides emergency shelters.', 'Provides counseling.']",http://www.shelterlist.com/gallery/84_angel-house-family-shelter_tro.gif
ma,Sojourner House Family Shelter,https://www.shelterlist.com/details/sojourner-house-family-shelter,"85 Rockland St  Roxbury, MA 02119",(617) 442-0590,https://www.sojournerhouseboston.org/,,"['About this Shelter', 'Sojourner House is a shelter of hope for families, providing a circle of support and empowering them towards independence.', 'In addition to providing shelter for families and permanent housing, Sojourner House also operates a food pantry.']","['Men are welcome.', 'Women are welcome.', 'Children are welcome.', 'Teenage children are welcome.', 'Families are welcome.', 'Shelter has a food pantry.']",https://www.shelterlist.com/gallery/2592_sojourner-house-family-shelter_nup.jpg
ma,Nazareth House,https://www.shelterlist.com/details/nazareth-house,"91 Regent Street  Roxbury, MA 02119",(617) 541-0100,http://www.ccab.org/?q=shelter-services,https://donate.ccab.org/sslpage.aspx?pid=298,"['About this Shelter', 'Nazareth Residence provides an opportunity for homeless mothers and their children to begin rebuilding their lives.', 'Families are able to maintain their independence while they transition to permanent housing.', 'The community-like atmosphere, supportive services, and 24-hour staffing create a safe and secure environment.']","['Women are welcome.', 'Children are welcome.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides long term shelters.', 'Provides supportive housing.']",http://www.shelterlist.com/gallery/2208_nazareth-house_tzs.jpg
ma,The Dimock Center,https://www.shelterlist.com/details/the-dimock-center,"55 Dimock Street  Roxbury, MA 02119",(617) 442-8800,https://dimock.org/behavioral-health/emergency-shelter/,https://dimock.org/get-involved/ways-to-give/,"['About this Shelter', ""The Dimock Center's Emergency Shelter program was created to help individuals have access to resources that will help them put their lives back together."", 'This housing program provides food, a shelter for 26 families, health care, youth services, substance abuse and mental health services, along with referral services for education, training and housing, through pro-active case management for residents to regain their self-sufficiency.', 'Contact: Barbara Walker, Program Manager at 617.442.8800, ext. 1005.']",[],http://www.shelterlist.com/gallery/3319_the-dimock-center_lmb.jpg
ma,Mary Eliza Mahoney House Family Shelter,https://www.shelterlist.com/details/mary-eliza-mahoney-house-family-shelter,"41R Dimock Steet  Roxbury, MA 02119",(617) 442-8800,http://www.dimock.org,https://dimock.org/donate/,"['Hours', 'Monday', '9:00 AM - 5:00 PM', 'Tuesday', '9:00 AM - 5:00 PM', 'Wednesday', '9:00 AM - 5:00 PM', 'Thursday', '9:00 AM - 5:00 PM', 'Friday', '9:00 AM - 5:00 PM', 'Saturday', 'closed', 'Sunday', 'closed', 'Monday', '9:00 AM - 5:00 PM', '9:00 AM - 5:00 PM', 'Tuesday', '9:00 AM - 5:00 PM', '9:00 AM - 5:00 PM', 'Wednesday', '9:00 AM - 5:00 PM', '9:00 AM - 5:00 PM', 'Thursday', '9:00 AM - 5:00 PM', '9:00 AM - 5:00 PM', 'Friday', '9:00 AM - 5:00 PM', '9:00 AM - 5:00 PM', 'Saturday', 'closed', 'closed', 'Sunday', 'closed', 'closed', 'About this Shelter', ""The Dimock Center's Emergency Shelter program was created to help individuals have access to resources that will help them put their lives back together."", 'Simply put, if there is a need to be met, they will support it.', 'The goal is to move homeless families into a permanent housing unit.', ""Dimock's center, The Mary Eliza Mahoney House Emergency Family Shelter (MEMH), is a closed referral program serving Department of Housing and Community Development (DHCD) homeless families."", 'The program is completely funded by DHCD, and has the distinction of being one of the few shelters in Massachusetts that accepts boys up to age 18 and male head-of-households.']",[],https://www.shelterlist.com/gallery/2922_mary-eliza-mahoney-house-family-shelter_rml.png
ma,Shattuck Shelter- Pine Street Inn,https://www.shelterlist.com/details/shattuck-shelter,"170 Morton Steet  Jamaica Plain, MA 02130",(617) 983-0351,http://www.pinestreetinn.org/our_programs/shelter,http://www.pinestreetinn.org/donate,"['About this Shelter', 'Opened in 1983 by Governor Michael Dukakis, the Shattuck Shelter offers year-round overnight emergency shelter and support for 120 homeless men each night.', 'Guests receive two hot meals, showers, clothing, a clean bed, and support from counselors and nursing staff.', 'Shattuck Shelter also provides assistance for guests who are struggling with addiction, legal, financial, mental health and physical issues.']",[],http://www.shelterlist.com/gallery/1286_shattuck-shelter_hff.jpg
ma,COMMUNITY TEAMWORK PAWTUCKET HOUSE,https://www.shelterlist.com/details/community-teamwork-pawtucket-house,"360 Pawtucket Steet  Lowell, MA 01854",(978) 452-5410,,,['About this Shelter'],[],
ma,Merrimack House,https://www.shelterlist.com/details/merrimack-house,"423 Pawtucket Steet  Lowell, MA 01854",(978) 458-8853,http://www.commteam.org/,http://www.commteam.org/you-can-help/donate/,"['About this Shelter', 'Merrimack House is a community of opportunity where fewer people live in poverty.', 'A future where clients are aware of opportunities available and how to access them so they achieve their potential for economic independence and personal growth.']",[],http://www.shelterlist.com/gallery/1067_merrimack-house_hro.png
ma,Cross Street Family Shelter,https://www.shelterlist.com/details/cross-st-reet-family-shelter,"59 Cross Steet  Somerville, MA 02144",(617) 776-6661,https://www.somervillehomelesscoalition.org/programs/shelters/,https://donatenow.networkforgood.org/shc,"['About this Shelter', 'Opened in 1987 in East Somerville, our shelter serves five families at a time.', 'Case management, housing search, referrals to community resources, and child-care activities are among the many services we offer.']",[],http://www.shelterlist.com/gallery/1314_cross-st-reet-family-shelter_ojs.jpg
ma,Housing Families Inc.,https://www.shelterlist.com/details/housing-families-inc,"919 Eastern Ave  Malden, MA 02148",(781) 322-9119,http://www.housingfamilies.org,https://housingfamilies.org/donations/donate-now,"['About this Shelter', 'Housing Families helps over 500 homeless and/or very low-income people each day, 350 of whom are children.', 'Housing Families provides emergency shelter, affordable permanent housing, and services for homeless children and adults in their Greater Boston community.']",[],https://www.shelterlist.com/gallery/1784_housing-families-inc_fue.jpg
ma,Medford Family Life Education Center,https://www.shelterlist.com/details/medford-family-life-education-center,"2 Central Avenue  Medford, MA 02155",(781) 391-9116,http://www.headinghomeinc.org/programs/new-draft-transitional-housing,https://www.headinghomeinc.org/ways-you-can-help/donatetoday,"['About this Shelter', 'Medford Family Life Education Center is a safe and supportive transitional shelter houses 8 single-parent families at a time.', 'The staff helps parents secure permanent housing and develop the skills to become economically mobile.']",[],https://www.shelterlist.com/gallery/1031_medford-family-life-education-center_aia.jpg
ma,Somerville Homeless Coalition Adult Shelter,https://www.shelterlist.com/details/somerville-homeless-coalition-adult-shelter,"14 Chapel Street  Somerville, MA 02144",(617) 623-2546,http://www.somervillehomelesscoalition.org,,"['About this Shelter', 'The mission of the Somerville Homeless Coalition is to provide homeless and near homeless individuals and families with individualized supportive services and tailored housing solutions with a goal of obtaining and maintaining affordable housing.', 'Mission Statement: The mission of the Somerville Homeless Coalition is to provide homeless and nearly homeless individuals and families with individualized supportive services and tailored housing solutions with a goal of obtaining and maintaining affordable housing.']","['Men are welcome.', 'Women are welcome.', 'Shelter has a food pantry.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides long term shelters.', 'Provides supportive housing.', 'Provides services for case management.']",http://www.shelterlist.com/gallery/889_somerville-homeless-coalition-adult-shelter_qig.jpg
ma,Carolina Hill Shelter,https://www.shelterlist.com/details/carolina-hill-shelter1,"728 Main St  Marshfield, MA 02050",(781) 837-1377,http://www.carolinahill.org/,,"['About this Shelter', 'Carolina Hill provides safe haven, support and guidance to homeless families as they strive to rebuild independent lives.', 'The average length of stay for a family at Carolina Hill is three months, during which the parents receive mandatory counseling in order to examine the reasons for their homelessness and to avoid similar situations in the future.']",[],https://www.shelterlist.com/gallery/2373_carolina-hill-shelter1_ewe.jpg
ma,Lucy's Hearth,https://www.shelterlist.com/details/lucys-hearth,"909 West Main Road  Middletown, RI 02842",(401) 847-2021,http://www.lucyshearth.org/,,"['About this Shelter', ""Lucy's Hearth is a 24-hour a day emergency and transitional shelter for homeless families and children."", 'The shelter is Middletown, RI.', 'Mission Statement: To provide comprehensive programs and services to homeless families in a safe, supportive environment that promotes family health and stability and increases self-sufficiency in order to achieve permanent, affordable housing.']",[],http://www.shelterlist.com/gallery/778_lucys-hearth_phj.png
